34
20
304.00000 374.40298
302.00000 388.50748
300.66666 405.29852
302.00000 423.43283
306.00000 437.53732
311.33331 452.31345
317.33331 463.73135
325.33331 475.14926
335.33331 489.25372
343.33331 498.65671
350.66666 497.98508
346.00000 487.91046
342.00000 475.14926
339.33331 461.04477
340.00000 443.58209
340.00000 431.49255
338.66666 415.37314
336.00000 406.64178
332.00000 395.89554
325.33331 377.76120
43
338.00000 410.00000
348.00000 421.41791
362.00000 432.16418
376.00000 438.20895
382.00000 441.56717
393.33331 439.55225
401.33331 436.86566
406.66666 426.79105
409.33331 422.08957
420.66666 412.01492
431.33331 405.29852
442.00000 403.28360
447.33331 399.92538
445.33331 394.55225
438.00000 393.20895
426.66666 392.53732
414.66666 393.88062
396.66666 401.26865
390.00000 410.00000
382.00000 420.07462
377.33331 426.11942
366.66666 423.43283
358.00000 416.71643
350.66666 409.32837
344.66666 405.97015
340.00000 399.25372
334.66666 394.55225
348.66666 400.59702
342.00000 394.55225
336.66666 387.83582
350.66666 393.20895
356.66666 395.22388
342.66666 385.82089
352.00000 385.82089
354.66666 383.13434
350.00000 383.13434
344.66666 382.46268
341.33331 380.44775
349.33331 379.10449
356.00000 377.08957
360.66666 372.38806
363.33331 368.35822
368.00000 360.97015
17
314.00000 376.41791
312.00000 386.49255
310.66666 397.91046
310.66666 409.32837
313.33331 421.41791
316.00000 436.19403
322.00000 448.28357
327.33331 458.35822
331.33331 467.08954
330.66666 450.97015
330.00000 436.86566
332.00000 427.46268
332.00000 418.05969
328.00000 404.62686
322.00000 393.20895
318.00000 383.80597
315.33331 375.07465
67
281.33331 250.14926
279.33331 256.86569
279.33331 266.94031
283.33331 275.67166
292.00000 282.38806
302.00000 286.41791
313.33331 287.76120
324.66666 286.41791
335.33331 284.40298
347.33331 281.04477
359.33331 277.01492
367.33331 274.32837
380.66666 272.98508
392.66666 273.65674
403.33331 275.67166
411.33331 275.67166
418.66666 279.02985
420.00000 283.73135
417.33331 287.76120
420.00000 291.79105
424.66666 290.44775
428.00000 286.41791
432.66666 284.40298
436.66666 287.76120
442.00000 294.47763
447.33331 295.82089
450.66666 293.13434
449.33331 287.76120
444.00000 283.05972
454.00000 289.10449
461.33331 295.14926
458.00000 287.76120
453.33331 283.73135
448.00000 278.35822
441.33331 272.31345
432.66666 268.95523
422.00000 260.22388
410.66666 251.49255
402.00000 243.43285
394.66666 238.73135
386.66666 230.67165
392.66666 244.77612
385.33331 236.71643
379.33331 231.34329
373.33331 226.64180
364.66666 221.94031
373.33331 230.67165
378.00000 237.38806
382.00000 244.10449
372.66666 235.37314
366.00000 231.34329
360.66666 227.31345
352.66666 225.97015
345.33331 225.29852
356.66666 230.00002
363.33331 235.37314
352.66666 232.68657
346.00000 230.00002
336.66666 228.65672
326.66666 227.98508
339.33331 232.68657
346.66666 236.71643
355.33331 241.41792
340.00000 240.74628
331.33331 239.40300
322.00000 238.73135
314.66666 240.07463
27
281.33331 250.14926
282.00000 256.19403
284.00000 263.58209
285.33331 255.52240
286.00000 248.80598
289.33331 242.76120
